time_id,data_id,system.code,station.code,date,time,depth (m),T (C),SC (uS/cm),pH,DOx (mg/L),Tn (NTU),ORP (mV),Chl (ug/L)
1212406,1398276,OSWR,B143,9/13/2008,23:01:00,4.8,21.76,732,7.46,7.52,3.8,,3.4
1212407,1398277,OSWR,B143,9/14/2008,1:01:00,4.8,21.81,740,7.46,7.54,3.8,,3.5
1212408,1398278,OSWR,B143,9/14/2008,3:01:00,4.8,21.85,759,7.47,7.65,3.6,,3.7
1212409,1398279,OSWR,B143,9/14/2008,5:01:00,4.7,21.85,770,7.45,7.53,3.3,,3.4
1212410,1398280,OSWR,B143,9/14/2008,7:01:00,4.7,21.84,786,7.42,7.39,3.2,,2.9
1212411,1398281,OSWR,B143,9/14/2008,9:01:00,4.7,21.84,797,7.4,7.28,3.7,,2
1212412,1398282,OSWR,B143,9/14/2008,11:01:00,4.7,21.85,806,7.39,7.22,3.3,,2
1212413,1398283,OSWR,B143,9/14/2008,13:01:00,4.7,21.87,813,7.38,7.18,2.9,,1.7
1212414,1398284,OSWR,B143,9/14/2008,15:01:00,4.7,21.99,818,7.4,7.29,3.3,,2.7
1212415,1398285,OSWR,B143,9/14/2008,17:01:00,4.7,21.98,819,7.39,7.23,3,,2.7
1212416,1398286,OSWR,B143,9/14/2008,19:01:00,4.7,22.19,831,7.43,7.5,2.8,,2.4
1212417,1398287,OSWR,B143,9/14/2008,21:01:00,4.6,22.28,835,7.42,7.53,2.6,,3.4
1212418,1398288,OSWR,B143,9/14/2008,23:01:00,4.6,22.33,840,7.42,7.57,2.6,,3
1212419,1398289,OSWR,B143,9/15/2008,1:01:00,4.6,22.39,842,7.44,7.53,3.2,,3.2
1212420,1398290,OSWR,B143,9/15/2008,3:01:00,4.7,22.48,856,7.43,7.53,2.5,,2.6
1212421,1398291,OSWR,B143,9/15/2008,5:01:00,4.7,22.46,862,7.43,7.54,3,,3.3
1212422,1398292,OSWR,B143,9/15/2008,7:01:00,4.8,22.42,866,7.44,7.51,2.9,,2.5
1212423,1398293,OSWR,B143,9/15/2008,9:01:00,4.8,22.36,867,7.44,7.51,2.9,,2.1
1212424,1398294,OSWR,B143,9/15/2008,11:01:00,4.8,22.35,874,7.43,7.47,3,,3.3
1212425,1398295,OSWR,B143,9/15/2008,13:01:00,4.8,22.39,882,7.42,7.43,3.6,,2.1
1212426,1398296,OSWR,B143,9/15/2008,15:01:00,4.9,22.34,890,7.43,7.44,3.2,,1.9
1212427,1398297,OSWR,B143,9/15/2008,17:01:00,4.9,22.27,891,7.43,7.45,3.1,,2.2
1212428,1398298,OSWR,B143,9/15/2008,19:01:00,4.9,22.19,890,7.43,7.42,3.3,,3
1212429,1398299,OSWR,B143,9/15/2008,21:01:00,4.9,22.15,895,7.44,7.47,3.1,,3
1212430,1398300,OSWR,B143,9/15/2008,23:01:00,4.9,22.16,900,7.45,7.57,3.4,,2.6
1212431,1398301,OSWR,B143,9/16/2008,1:01:00,4.9,22.14,902,7.48,7.66,3,,3.5
1212432,1398302,OSWR,B143,9/16/2008,3:01:00,4.9,22.08,904,7.48,7.67,4,,1.9
1212433,1398303,OSWR,B143,9/16/2008,5:01:00,4.9,22,904,7.47,7.6,3.4,,2.4
1212434,1398304,OSWR,B143,9/16/2008,7:01:00,4.9,21.89,908,7.46,7.49,3.5,,2.5
1212435,1398305,OSWR,B143,9/16/2008,9:01:00,4.9,21.76,908,7.44,7.37,2.8,,2.2
1212436,1398306,OSWR,B143,9/16/2008,11:01:00,4.9,21.73,911,7.42,7.28,3.7,,2.2
1212437,1398307,OSWR,B143,9/16/2008,13:01:00,4.9,21.67,914,7.41,7.2,3.5,,1.8
1212438,1398308,OSWR,B143,9/16/2008,15:01:00,4.9,21.62,914,7.4,7.16,3.4,,2.2
1212439,1398309,OSWR,B143,9/16/2008,17:01:00,4.9,21.58,914,7.39,7.1,4.4,,2.1
1212440,1398310,OSWR,B143,9/16/2008,19:01:00,4.9,21.66,914,7.43,7.54,3.8,,2.7
1212441,1398311,OSWR,B143,9/16/2008,21:01:00,4.9,21.68,909,7.46,7.67,2.1,,3
1212442,1398312,OSWR,B143,9/16/2008,23:01:00,4.9,21.55,907,7.44,7.53,2.8,,2.5
1212443,1398313,OSWR,B143,9/17/2008,1:01:00,4.9,21.43,907,7.44,7.47,3.6,,2.7
1212444,1398314,OSWR,B143,9/17/2008,3:01:00,4.9,21.42,904,7.44,7.55,3,,2.5
1212445,1398315,OSWR,B143,9/17/2008,5:01:00,4.9,21.34,899,7.45,7.64,2.7,,3.2
1212446,1398316,OSWR,B143,9/17/2008,7:01:00,4.9,21.26,899,7.44,7.58,3.3,,2.1
1212447,1398317,OSWR,B143,9/17/2008,9:01:00,4.9,21.2,896,7.43,7.52,3.7,,2.9
1212448,1398318,OSWR,B143,9/17/2008,11:01:00,4.9,21.11,892,7.43,7.56,2.9,,2.1
1212449,1398319,OSWR,B143,9/17/2008,13:01:00,4.9,21.11,892,7.42,7.53,3.3,,2.1
1212450,1398320,OSWR,B143,9/17/2008,15:01:00,4.8,21.2,890,7.76,7.58,2.8,,2.2
1212451,1398321,OSWR,B143,9/17/2008,17:01:00,4.8,21.13,890,7.74,7.25,3.1,,2.1
1212452,1398322,OSWR,B143,9/17/2008,19:01:00,4.8,21.08,887,7.74,7.25,3.1,,2.4
1212453,1398323,OSWR,B143,9/17/2008,21:01:00,4.8,21.15,882,7.77,7.47,3.2,,3.2
1212454,1398324,OSWR,B143,9/17/2008,23:01:00,4.8,21.18,881,7.77,7.44,2.8,,2.9
1212455,1398325,OSWR,B143,9/18/2008,1:01:00,4.8,21.28,876,7.8,7.62,3.1,,2.8
1212456,1398326,OSWR,B143,9/18/2008,3:01:00,4.9,21.27,868,7.83,7.82,2.8,,2.7
1212457,1398327,OSWR,B143,9/18/2008,5:01:00,4.9,21.23,861,7.84,7.95,2.3,,2.6
1212458,1398328,OSWR,B143,9/18/2008,7:01:00,4.9,21.15,862,7.82,7.81,2.6,,2.6
1212459,1398329,OSWR,B143,9/18/2008,9:01:00,4.9,21.14,858,7.82,7.79,2.5,,3
1212460,1398330,OSWR,B143,9/18/2008,11:01:00,4.9,21.1,849,7.8,7.73,2.5,,1.4
1212461,1398331,OSWR,B143,9/18/2008,13:01:00,4.9,21,845,7.78,7.6,3.1,,2.3
1212462,1398332,OSWR,B143,9/18/2008,15:01:00,4.9,20.92,840,7.77,7.54,3.6,,2
1212463,1398333,OSWR,B143,9/18/2008,17:01:00,4.9,21.13,844,7.8,7.7,3,,2.1
1212464,1398334,OSWR,B143,9/18/2008,19:01:00,4.9,21.11,834,7.86,8.22,2,,3.2
1212465,1398335,OSWR,B143,9/18/2008,21:01:00,4.9,21.03,832,7.85,8.14,2.2,,3.1
1212466,1398336,OSWR,B143,9/18/2008,23:01:00,4.9,20.97,826,7.85,8.17,2.3,,3
1212467,1398337,OSWR,B143,9/19/2008,1:01:00,4.9,20.9,821,7.85,8.14,3,,3.6
1212468,1398338,OSWR,B143,9/19/2008,3:01:00,4.9,20.88,811,7.86,8.24,2.7,,3.3
1212469,1398339,OSWR,B143,9/19/2008,5:01:00,4.9,20.82,801,7.87,8.28,3.5,,3.1
1212470,1398340,OSWR,B143,9/19/2008,7:01:00,5,20.72,796,7.87,8.24,2.3,,3
1212471,1398341,OSWR,B143,9/19/2008,11:01:00,4.9,20.6,783,7.86,8.2,2.8,,2.6
1212472,1398342,OSWR,B143,9/19/2008,13:01:00,4.9,20.59,778,7.86,8.22,2.6,,2.5
1212473,1398343,OSWR,B143,9/19/2008,15:01:00,4.9,20.57,776,7.85,8.14,2.6,,2.4
1212474,1398344,OSWR,B143,9/19/2008,17:01:00,4.9,20.51,770,7.84,8.14,3,,1.8
1212475,1398345,OSWR,B143,9/19/2008,19:01:00,4.9,20.46,766,7.87,8.31,2.4,,4.2
1212476,1398346,OSWR,B143,9/19/2008,21:01:00,4.9,20.4,766,7.86,8.26,2.7,,3.2
1212477,1398347,OSWR,B143,9/19/2008,23:01:00,4.9,20.24,763,7.85,8.18,3,,2.9
1212478,1398348,OSWR,B143,9/20/2008,1:01:00,4.9,20.24,759,7.86,8.29,3.3,,2.7
1212479,1398349,OSWR,B143,9/20/2008,3:01:00,4.9,20.23,757,7.87,8.34,4.2,,2.6
1212480,1398350,OSWR,B143,9/20/2008,5:01:00,4.9,20.22,755,7.9,8.47,2.5,,2.6
1212481,1398351,OSWR,B143,9/20/2008,7:01:00,4.9,20.18,752,7.93,8.62,2.7,,3.3
1212482,1398352,OSWR,B143,9/20/2008,9:01:00,4.9,20.1,749,7.93,8.56,2.7,,2.6
1212483,1398353,OSWR,B143,9/20/2008,11:01:00,4.9,20.06,745,7.92,8.46,2.9,,2.9
1212484,1398354,OSWR,B143,9/20/2008,13:01:00,4.9,20.04,741,7.9,8.39,3.2,,2.3
1212485,1398355,OSWR,B143,9/20/2008,15:01:00,4.8,20.01,739,7.89,8.35,3,,3
1212486,1398356,OSWR,B143,9/20/2008,17:01:00,4.8,20.04,738,7.9,8.42,3.2,,3.1
1212487,1398357,OSWR,B143,9/20/2008,19:01:00,4.8,20.07,737,7.9,8.46,2.4,,3.2
1212488,1398358,OSWR,B143,9/20/2008,21:01:00,4.8,20.12,737,7.93,8.59,2.3,,3.5
1212489,1398359,OSWR,B143,9/20/2008,23:01:00,4.8,20.12,738,7.93,8.59,3.2,,2.9
1212490,1398360,OSWR,B143,9/21/2008,1:01:00,4.8,20.13,740,7.94,8.59,2.3,,2.4
1212491,1398361,OSWR,B143,9/21/2008,3:01:00,4.8,20.18,745,7.94,8.62,2.9,,3
1212492,1398362,OSWR,B143,9/21/2008,5:01:00,4.9,20.18,748,7.93,8.58,2.3,,2.9
1212493,1398363,OSWR,B143,9/21/2008,7:01:00,4.9,20.16,751,7.92,8.53,2.4,,2.8
1212494,1398364,OSWR,B143,9/21/2008,9:01:00,4.9,20.14,756,7.92,8.49,2.4,,2.7
1212495,1398365,OSWR,B143,9/21/2008,11:01:00,4.9,20.1,762,7.91,8.45,3.1,,2
1212496,1398366,OSWR,B143,9/21/2008,13:01:00,4.9,20.03,767,7.9,8.39,2.9,,2.7
1212497,1398367,OSWR,B143,9/21/2008,15:01:00,4.9,19.97,770,7.89,8.35,3,,3.1
1212498,1398368,OSWR,B143,9/21/2008,17:01:00,4.9,19.92,773,7.88,8.32,2.9,,2.2
1212499,1398369,OSWR,B143,9/21/2008,19:01:00,4.9,19.84,773,7.88,8.31,2.9,,2.7
1212500,1398370,OSWR,B143,9/21/2008,21:01:00,4.9,19.8,773,7.89,8.38,3.4,,3
1212501,1398371,OSWR,B143,9/21/2008,23:01:00,4.9,19.75,773,7.89,8.37,3.2,,3.3
1212502,1398372,OSWR,B143,9/22/2008,1:01:00,4.9,19.73,772,7.9,8.45,2.7,,3.8
1212503,1398373,OSWR,B143,9/22/2008,3:01:00,4.9,19.71,770,7.92,8.54,3,,3.2
1212504,1398374,OSWR,B143,9/22/2008,5:01:00,4.9,19.68,767,7.93,8.59,2.7,,3.3
1212505,1398375,OSWR,B143,9/22/2008,7:01:00,4.9,19.65,763,7.94,8.6,2.7,,2.2
1212506,1398376,OSWR,B143,9/22/2008,9:01:00,5,19.58,757,7.93,8.53,2.4,,3.4
1212507,1398377,OSWR,B143,9/22/2008,11:01:00,5,19.57,753,7.91,8.43,2.8,,2.9
1212508,1398378,OSWR,B143,9/22/2008,13:01:00,4.9,19.52,747,7.89,8.31,3.9,,2.5
1212509,1398379,OSWR,B143,9/22/2008,15:01:00,5,19.49,742,7.86,8.16,4.1,,2.8
1212510,1398380,OSWR,B143,9/22/2008,17:01:00,5,19.6,744,7.89,8.27,3.5,,2.2
1212511,1398381,OSWR,B143,9/22/2008,19:01:00,5,19.7,740,7.93,8.6,2.8,,3.7
1212512,1398382,OSWR,B143,9/22/2008,21:01:00,5,19.57,732,7.91,8.47,2.4,,3.3
1212513,1398383,OSWR,B143,9/22/2008,23:01:00,5,19.5,729,7.89,8.35,4.1,,3.1
1212514,1398384,OSWR,B143,9/23/2008,1:01:00,5,19.4,724,7.87,8.27,3.2,,3.4
1212515,1398385,OSWR,B143,9/23/2008,3:01:00,5,19.41,720,7.87,8.31,3,,2.8
1212516,1398386,OSWR,B143,9/23/2008,5:01:00,5,19.37,716,7.9,8.49,2.4,,2.8
1212517,1398387,OSWR,B143,9/23/2008,7:01:00,5,19.27,716,7.91,8.55,2.7,,2.3
1212518,1398388,OSWR,B143,9/23/2008,9:01:00,5,19.2,717,7.91,8.5,2.5,,2.7
1212519,1398389,OSWR,B143,9/23/2008,11:01:00,5,19.2,718,7.9,8.47,2.6,,2.5
1212520,1398390,OSWR,B143,9/23/2008,13:01:00,5,19.18,720,7.9,8.49,2.8,,3
1212521,1398391,OSWR,B143,9/23/2008,15:01:00,5,19.12,724,7.88,8.37,3.4,,2.4
1212522,1398392,OSWR,B143,9/23/2008,17:01:00,5,19.07,726,7.86,8.31,3.8,,3
1212523,1398393,OSWR,B143,9/23/2008,19:01:00,4.9,19.03,727,7.85,8.22,3.3,,2.6
1212524,1398394,OSWR,B143,9/23/2008,21:01:00,4.9,19.34,729,7.91,8.54,2.5,,3.4
1212525,1398395,OSWR,B143,9/23/2008,23:01:00,5,19.29,730,7.91,8.72,2.1,,3.2
1212526,1398396,OSWR,B143,9/24/2008,1:01:00,4.9,19.18,729,7.91,8.66,2,,4.2
1212527,1398397,OSWR,B143,9/24/2008,3:01:00,4.9,19.13,728,7.9,8.6,2.6,,2.7
1212528,1398398,OSWR,B143,9/24/2008,5:01:00,4.9,19.15,728,7.91,8.67,2.9,,2.9
1212529,1398399,OSWR,B143,9/24/2008,7:01:00,4.9,19.12,727,7.92,8.72,2.5,,2.1
1212530,1398400,OSWR,B143,9/24/2008,9:01:00,4.9,19.14,725,7.95,8.85,3.2,,2.8
1212531,1398401,OSWR,B143,9/24/2008,11:01:00,4.9,19.15,722,7.94,8.77,2.7,,2.3
1212532,1398402,OSWR,B143,9/24/2008,13:01:00,4.9,19.17,722,7.94,8.76,2.5,,2.5
1212533,1398403,OSWR,B143,9/24/2008,15:01:00,4.9,19.2,721,7.93,8.71,2.6,,2.7
1212534,1398404,OSWR,B143,9/24/2008,17:01:00,4.9,19.22,720,7.93,8.74,2.9,,2.1
1212535,1398405,OSWR,B143,9/24/2008,19:01:00,4.9,19.08,719,7.89,8.47,2.8,,2.8
1212536,1398406,OSWR,B143,9/24/2008,21:01:00,4.9,19.12,718,7.89,8.54,2.6,,2.9
1212537,1398407,OSWR,B143,9/24/2008,23:01:00,4.9,19.06,718,7.86,8.38,2.4,,3.1
1212538,1398408,OSWR,B143,9/25/2008,1:01:00,4.9,19.14,718,7.88,8.41,3,,2.9
1212539,1398409,OSWR,B143,9/25/2008,3:01:00,4.9,19.18,717,7.89,8.54,3.3,,2.6
1212540,1398410,OSWR,B143,9/25/2008,5:01:00,4.9,19.21,715,7.91,8.72,2.8,,3.1
1212541,1398411,OSWR,B143,9/25/2008,7:01:00,4.9,19.19,714,7.92,8.76,2,,3.3
1212542,1398412,OSWR,B143,9/25/2008,9:01:00,4.9,19.2,713,7.92,8.78,3.5,,2.4
1212543,1398413,OSWR,B143,9/25/2008,11:01:00,4.9,19.2,713,7.91,8.71,3.7,,1.8
1212544,1398414,OSWR,B143,9/25/2008,13:01:00,4.9,19.28,714,7.92,8.81,2,,2.5
1212545,1398415,OSWR,B143,9/25/2008,15:01:00,4.9,19.28,713,7.92,8.72,2.4,,1.9
1212546,1398416,OSWR,B143,9/25/2008,17:01:00,4.9,19.25,714,7.88,8.49,3.3,,2.6
1212547,1398417,OSWR,B143,9/25/2008,19:01:00,4.9,19.25,714,7.89,8.62,1.9,,1.9
1212548,1398418,OSWR,B143,9/25/2008,21:01:00,4.9,19.27,713,7.9,8.63,3.7,,3
1212549,1398419,OSWR,B143,9/25/2008,23:01:00,4.9,19.33,711,7.9,8.63,2.3,,3
1212550,1398420,OSWR,B143,9/26/2008,1:01:00,4.9,19.27,710,7.9,8.67,3.2,,2.9
1212551,1398421,OSWR,B143,9/26/2008,3:01:00,4.9,19.23,708,7.9,8.68,2,,3.6
1212552,1398422,OSWR,B143,9/26/2008,5:01:00,4.9,19.21,708,7.89,8.62,4,,2.5
1212553,1398423,OSWR,B143,9/26/2008,7:01:00,4.9,19.15,707,7.88,8.58,2.2,,2.7
1212554,1398424,OSWR,B143,9/26/2008,9:01:00,4.9,19.14,707,7.88,8.54,2.2,,3.1
1212555,1398425,OSWR,B143,9/26/2008,11:01:00,4.9,19.16,707,7.87,8.51,2.7,,2.3
1212556,1398426,OSWR,B143,9/26/2008,13:01:00,4.9,19.22,706,7.89,8.47,2.9,,2.6
1212557,1398427,OSWR,B143,9/26/2008,15:01:00,4.9,19.25,707,7.9,8.7,6.2,,2.7
1212558,1398428,OSWR,B143,9/26/2008,17:01:00,4.9,19.33,706,7.91,8.76,2.4,,3
1212559,1398429,OSWR,B143,9/26/2008,19:01:00,4.9,19.36,706,7.9,8.7,2.4,,2.9
1212560,1398430,OSWR,B143,9/26/2008,21:01:00,4.9,19.35,706,7.87,8.47,5.2,,2.8
1212561,1398431,OSWR,B143,9/26/2008,23:01:00,4.9,19.36,706,7.89,8.62,2.8,,2.3
1212562,1398432,OSWR,B143,9/27/2008,1:01:00,4.8,19.39,705,7.91,8.66,2.9,,4
1212563,1398433,OSWR,B143,9/27/2008,3:01:00,4.8,19.34,706,7.92,8.72,2.5,,3.4
1212564,1398434,OSWR,B143,9/27/2008,5:01:00,4.8,19.31,707,7.9,8.59,2.5,,3
1212565,1398435,OSWR,B143,9/27/2008,7:01:00,4.8,19.28,707,7.89,8.58,2.6,,3
1212566,1398436,OSWR,B143,9/27/2008,9:01:00,4.8,19.27,708,7.89,8.53,2.3,,3.1
1212567,1398437,OSWR,B143,9/27/2008,11:01:00,4.8,19.26,708,7.87,8.42,2.9,,2
1212568,1398438,OSWR,B143,9/27/2008,13:01:00,4.8,19.29,709,7.87,8.43,2.8,,2.6
1212569,1398439,OSWR,B143,9/27/2008,15:01:00,4.8,19.31,712,7.88,8.52,2.4,,2.2
1212570,1398440,OSWR,B143,9/27/2008,17:01:00,4.8,19.31,713,7.87,8.47,2.2,,3.1
1212571,1398441,OSWR,B143,9/27/2008,19:01:00,4.8,19.3,714,7.87,8.49,2.6,,2.7
1212572,1398442,OSWR,B143,9/27/2008,21:01:00,4.8,19.29,714,7.85,8.37,2.7,,2.2
1212573,1398443,OSWR,B143,9/27/2008,23:01:00,4.8,19.25,715,7.84,8.33,3.2,,2.5
1212574,1398444,OSWR,B143,9/28/2008,1:01:00,4.8,19.29,716,7.86,8.43,2.4,,2.8
1212575,1398445,OSWR,B143,9/28/2008,3:01:00,4.8,19.26,716,7.84,8.28,2.9,,2.6
1212576,1398446,OSWR,B143,9/28/2008,5:01:00,4.8,19.29,715,7.84,8.21,2.7,,2.4
1212577,1398447,OSWR,B143,9/28/2008,7:01:00,4.8,19.29,714,7.86,8.37,2.2,,2.4
1212578,1398448,OSWR,B143,9/28/2008,9:01:00,4.8,19.29,719,7.86,8.35,2.6,,2.5
1212579,1398449,OSWR,B143,9/28/2008,11:01:00,4.8,19.29,715,7.85,8.29,2.5,,2.6
1212580,1398450,OSWR,B143,9/28/2008,13:01:00,4.8,19.29,719,7.85,8.24,3,,2
1212581,1398451,OSWR,B143,9/28/2008,15:01:00,4.8,19.28,714,7.86,8.35,2.5,,3
1212582,1398452,OSWR,B143,9/28/2008,17:01:00,4.8,19.26,715,7.85,8.31,2.5,,2.7
1212583,1398453,OSWR,B143,9/28/2008,19:01:00,4.8,19.23,716,7.86,8.31,3,,2.9
1212584,1398454,OSWR,B143,9/28/2008,21:01:00,4.8,19.18,724,7.85,8.29,2.8,,2.6
1212585,1398455,OSWR,B143,9/28/2008,23:01:00,4.8,19.13,720,7.86,8.29,3.1,,1.7
1212586,1398456,OSWR,B143,9/29/2008,1:01:00,4.8,19.09,721,7.86,8.31,2.9,,3.3
1212587,1398457,OSWR,B143,9/29/2008,3:01:00,4.8,19.03,721,7.83,8.12,3.4,,2.5
1212588,1398458,OSWR,B143,9/29/2008,5:01:00,4.8,19,721,7.83,8.1,2.8,,2.6
1212589,1398459,OSWR,B143,9/29/2008,7:01:00,4.8,18.97,720,7.82,8.08,3.2,,2.7
1212590,1398460,OSWR,B143,9/29/2008,9:01:00,4.8,18.94,720,7.82,8.04,2.9,,2.5
1212591,1398461,OSWR,B143,9/29/2008,11:01:00,4.8,18.92,719,7.82,8.1,20.3,,2.3
1212592,1398462,OSWR,B143,9/29/2008,13:01:00,4.8,18.91,719,7.82,8.08,2.8,,2
1212593,1398463,OSWR,B143,9/29/2008,15:01:00,4.8,18.88,719,7.83,8.13,2.8,,2.8
1212594,1398464,OSWR,B143,9/29/2008,17:01:00,4.8,18.86,719,7.84,8.13,2.9,,2.8
1212595,1398465,OSWR,B143,9/29/2008,19:01:00,4.8,18.84,719,7.85,8.16,3.1,,2.5
1212596,1398466,OSWR,B143,9/29/2008,21:01:00,4.8,18.8,720,7.84,8.12,2.9,,3
1212597,1398467,OSWR,B143,9/29/2008,23:01:00,4.8,18.76,722,7.84,8.1,2.8,,2.4
1212598,1398468,OSWR,B143,9/30/2008,1:01:00,4.8,18.7,723,7.84,8.05,3.1,,3
1212599,1398469,OSWR,B143,9/30/2008,3:01:00,4.8,18.67,726,7.84,8.03,3.1,,2.4
1212600,1398470,OSWR,B143,9/30/2008,5:01:00,4.8,18.64,728,7.83,7.99,2.7,,2.6
1212601,1398471,OSWR,B143,9/30/2008,7:01:00,4.8,18.58,731,7.83,7.99,2.8,,2.4
1212602,1398472,OSWR,B143,9/30/2008,9:01:00,4.7,18.56,731,7.83,8.01,2.5,,2.7
1212603,1398473,OSWR,B143,9/30/2008,11:01:00,4.7,18.54,737,7.83,7.98,2.6,,2.6
1212604,1398474,OSWR,B143,9/30/2008,13:01:00,4.7,18.52,742,7.83,7.97,2.9,,2.1
1212605,1398475,OSWR,B143,9/30/2008,15:01:00,4.7,18.5,745,7.82,7.95,3,,2.7
1212606,1398476,OSWR,B143,9/30/2008,17:01:00,4.7,18.49,753,7.82,7.97,3.1,,2.5
1212607,1398477,OSWR,B143,9/30/2008,19:01:00,4.7,18.45,756,7.82,7.99,2.8,,2.9
1212608,1398478,OSWR,B143,9/30/2008,21:01:00,4.7,18.4,759,7.82,7.94,3.2,,2.6
1212609,1398479,OSWR,B143,9/30/2008,23:01:00,4.7,18.35,762,7.82,7.94,2.8,,2.6
1212610,1398480,OSWR,B143,10/1/2008,1:01:00,4.7,18.29,766,7.82,7.89,3,,3
1212611,1398481,OSWR,B143,10/1/2008,3:01:00,4.7,18.25,773,7.82,7.9,3,,2
1212612,1398482,OSWR,B143,10/1/2008,5:01:00,4.7,18.22,776,7.82,7.91,2.6,,2.5
1212613,1398483,OSWR,B143,10/1/2008,7:01:00,4.7,18.21,796,7.81,7.88,2.4,,1.9
1212614,1398484,OSWR,B143,10/1/2008,9:01:00,4.7,18.17,784,7.81,7.89,2.5,,2.2
1212615,1398485,OSWR,B143,10/1/2008,11:01:00,4.7,18.17,805,7.82,7.96,2.6,,1.8
1212616,1398486,OSWR,B143,10/1/2008,13:01:00,4.7,18.13,798,7.82,8.01,2.3,,1.8
1212617,1398487,OSWR,B143,10/1/2008,15:01:00,4.7,18.09,812,7.8,7.88,3.7,,2.2
1212618,1398488,OSWR,B143,10/1/2008,17:01:00,4.7,18.07,823,7.79,7.82,3.5,,1.8
1212619,1398489,OSWR,B143,10/1/2008,19:01:00,4.7,18.05,810,7.78,7.75,3.4,,2.5
1212620,1398490,OSWR,B143,10/1/2008,21:01:00,4.7,18.02,809,7.78,7.8,3,,1.9
1212621,1398491,OSWR,B143,10/1/2008,23:01:00,4.7,17.93,808,7.79,7.82,3.2,,1.9
1212622,1398492,OSWR,B143,10/2/2008,1:01:00,4.7,17.89,820,7.78,7.78,3,,1.4
1212623,1398493,OSWR,B143,10/2/2008,3:01:00,4.7,17.84,811,7.78,7.77,2.8,,2.4
1212624,1398494,OSWR,B143,10/2/2008,5:01:00,4.7,17.82,812,7.78,7.79,3.3,,2
1212625,1398495,OSWR,B143,10/2/2008,7:01:00,4.7,17.78,813,7.79,7.83,2.8,,1.9
1212626,1398496,OSWR,B143,10/2/2008,9:01:00,4.7,17.69,816,7.79,7.9,2.7,,2.1
1212627,1398497,OSWR,B143,10/2/2008,11:01:00,4.7,17.62,834,7.79,7.92,2.5,,2.6
1456932,1637142,OSWR,B143,7/1/2009,14:19:00,2.5,22.95,696,7.68,7.07,2.8,,2.4
1456933,1637143,OSWR,B143,7/1/2009,16:19:00,2.5,23.21,698,7.69,7.1,2.4,,2.6
1456934,1637144,OSWR,B143,7/1/2009,18:19:00,2.5,23.32,698,7.7,7.14,2.2,,3
1456935,1637145,OSWR,B143,7/1/2009,20:19:00,2.5,23.32,693,7.7,7.21,2.6,,2
1456936,1637146,OSWR,B143,7/1/2009,22:19:00,2.5,23.34,683,7.71,7.37,2.5,,2.7
1456937,1637147,OSWR,B143,7/2/2009,0:19:00,2.5,23.42,660,7.74,7.63,2.2,,2.8
1456938,1637148,OSWR,B143,7/2/2009,2:19:00,2.5,23.46,645,7.75,7.75,2.2,,3.4
1456939,1637149,OSWR,B143,7/2/2009,4:19:00,2.5,23.44,648,7.75,7.78,2,,2.8
1456940,1637150,OSWR,B143,7/2/2009,6:19:00,2.5,23.39,654,7.75,7.71,2.4,,3.5
1456941,1637151,OSWR,B143,7/2/2009,8:19:00,2.5,23.31,659,7.74,7.64,2.1,,2.3
1456942,1637152,OSWR,B143,7/2/2009,10:19:00,2.5,23.23,663,7.72,7.45,2.5,,2.4
1456943,1637153,OSWR,B143,7/2/2009,12:19:00,2.5,23.19,664,7.7,7.26,2.6,,2.4
1456944,1637154,OSWR,B143,7/2/2009,14:19:00,2.5,23.2,663,7.69,7.15,2.9,,2.6
1456945,1637155,OSWR,B143,7/2/2009,16:19:00,2.5,23.26,661,7.69,7.18,2.7,,2
1456946,1637156,OSWR,B143,7/2/2009,18:19:00,2.5,23.31,660,7.7,7.27,2.9,,2.8
1456947,1637157,OSWR,B143,7/2/2009,20:19:00,2.5,23.3,659,7.71,7.39,2.8,,2.7
1456948,1637158,OSWR,B143,7/2/2009,22:19:00,2.5,23.27,655,7.73,7.53,3.1,,3.5
1456949,1637159,OSWR,B143,7/3/2009,0:19:00,2.5,23.22,652,7.75,7.66,3.5,,2.2
1456950,1637160,OSWR,B143,7/3/2009,2:19:00,2.5,23.14,650,7.76,7.81,3,,2.6
1456951,1637161,OSWR,B143,7/3/2009,4:19:00,2.5,23.02,652,7.75,7.93,2.6,,1.9
1456952,1637162,OSWR,B143,7/3/2009,6:19:00,2.5,22.91,658,7.73,7.98,2.8,,3
1456953,1637163,OSWR,B143,7/3/2009,8:19:00,2.5,22.79,665,7.72,7.98,3,,2.8
1456954,1637164,OSWR,B143,7/3/2009,10:19:00,2.5,22.71,669,7.71,7.9,2.9,,3.3
1456955,1637165,OSWR,B143,7/3/2009,12:19:00,2.5,22.69,671,7.71,7.71,3.5,,3.3
1456956,1637166,OSWR,B143,7/3/2009,14:19:00,2.5,22.78,670,7.71,7.51,3.3,,2.1
1456957,1637167,OSWR,B143,7/3/2009,16:19:00,2.5,22.88,658,7.72,7.5,3,,2.5
1456958,1637168,OSWR,B143,7/3/2009,18:19:00,2.5,22.96,644,7.73,7.58,3.8,,3.1
1456959,1637169,OSWR,B143,7/3/2009,20:19:00,2.5,22.96,631,7.75,7.8,3,,2.1
1456960,1637170,OSWR,B143,7/3/2009,22:19:00,2.5,22.95,622,7.77,7.94,3.8,,2.8
